fecha_corte,vigencia,tc,BANCO BISA N,BANCO BISA Monto,BANCO DE CRÉDITO N,BANCO DE CRÉDITO Monto,BANCO DE LA NACIÓN ARGENTINA N,BANCO DE LA NACIÓN ARGENTINA Monto,BANCO ECONÓMICO N,BANCO ECONÓMICO Monto,BANCO FIE N,BANCO FIE Monto,BANCO FORTALEZA N,BANCO FORTALEZA Monto,BANCO GANADERO N,BANCO GANADERO Monto,BANCO MERCANTIL SANTA CRUZ N,BANCO MERCANTIL SANTA CRUZ Monto,BANCO NACIONAL DE BOLIVIA N,BANCO NACIONAL DE BOLIVIA Monto,BANCO PRODEM N,BANCO PRODEM Monto,BANCO PYME DE LA COMUNIDAD N,BANCO PYME DE LA COMUNIDAD Monto,BANCO PYME ECOFUTURO N,BANCO PYME ECOFUTURO Monto,BANCO SOLIDARIO N,BANCO SOLIDARIO Monto,BANCO UNION N,BANCO UNION Monto,TOTAL BANCOS N,TOTAL BANCOS Monto
2026-08-18,2026-08-19,11.4000,,,,,,,,,,,,,,,,,,,,,,,,,1,49960,,,1,49960
2026-08-18,2026-08-19,11.4350,1,52755,,,,,,,,,,,,,,,,,,,,,,,,,,,1,52755
2026-08-18,2026-08-19,11.4500,18,158666,,,,,1,29981,,,2,4465,,,1,14750,2,306795,,,,,,,,,,,24,514657
2026-08-18,2026-08-19,11.4800,1,2048,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2048
2026-08-18,2026-08-19,11.4900,1,9981,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9981
2026-08-18,2026-08-19,11.5000,2,58821,13,46421,,,1,199975,2,9855,,,,,,,,,,,,,,,2,124970,,,20,440042
2026-08-18,2026-08-19,11.5100,3,910000,,,,,,,,,,,,,,,,,,,,,,,,,,,3,910000
2026-08-18,2026-08-19,11.5150,2,50049980,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50049980
2026-08-18,2026-08-19,11.5200,,,2,414981,,,,,,,,,1,271982,,,,,,,,,,,1,3003178,,,4,3690140
2026-08-18,2026-08-19,11.5250,,,,,,,,,,,,,,,,,1,87240,,,,,,,,,,,1,87240
2026-08-18,2026-08-19,11.5300,,,1,79084,,,,,,,,,32,465407,,,1,1404365,,,,,,,,,,,34,1948855
2026-08-18,2026-08-19,11.5400,,,,,,,,,,,,,1,152017,2,948012,22,1580,,,,,,,,,,,25,1101609
2026-08-18,2026-08-19,11.5500,10,47762,272,536910,,,1,50000,,,5,120202,57,688067,3,2147,4,45206,,,,,,,4,194776,,,356,1685069
2026-08-18,2026-08-19,11.5540,,,,,,,,,,,,,2,3000000,,,,,,,,,,,,,,,2,3000000
2026-08-18,2026-08-19,11.5550,,,,,,,,,,,,,,,1,499940,,,,,,,,,,,,,1,499940
2026-08-18,2026-08-19,11.5700,,,,,,,,,,,,,2,1103050,,,,,,,,,,,,,,,2,1103050
2026-08-18,2026-08-19,11.5750,,,,,,,,,,,,,,,1,1999949,,,,,,,,,,,,,1,1999949
2026-08-18,2026-08-19,11.5800,,,,,,,,,,,,,12,5661,,,,,,,,,,,,,,,12,5661
2026-08-18,2026-08-19,11.5900,,,,,,,,,,,,,1,499975,,,,,,,,,,,,,,,1,499975
2026-08-18,2026-08-19,11.6000,,,1,300000,,,,,,,,,,,,,,,,,,,,,,,,,1,300000
2026-08-18,2026-08-19,11.6200,,,,,,,,,,,,,1,999,,,,,,,,,,,,,,,1,999
2026-08-18,2026-08-19,11.6500,7,6315,,,,,,,,,,,3,4,2,300400,,,,,,,,,,,,,12,306719
2026-08-18,2026-08-19,11.6600,,,,,,,,,,,,,2,122,,,,,,,,,,,,,,,2,122
2026-08-18,2026-08-19,11.6700,,,,,,,,,,,,,,,,,3,28640,,,,,,,,,,,3,28640
2026-08-18,2026-08-19,11.6800,,,,,,,,,,,,,,,,,1,3425,,,,,,,,,,,1,3425
2026-08-18,2026-08-19,11.7000,,,6,513,,,,,,,,,,,,,,,,,,,,,,,,,6,513
2026-08-18,2026-08-19,11.7100,,,,,,,,,,,,,1,85,,,,,,,,,,,,,,,1,85
2026-08-18,2026-08-19,11.7500,7,18808,,,,,,,,,,,,,,,,,,,,,,,,,,,7,18808
2026-08-18,2026-08-19,11.8600,,,,,,,,,,,,,1,126,,,,,,,,,,,,,,,1,126
2026-08-18,2026-08-19,11.9000,2,575,,,,,,,,,,,,,,,,,,,,,,,,,,,2,575
2026-08-18,2026-08-19,12.0000,7,6231,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6231
2026-08-18,2026-08-19,12.3900,,,1,5415,,,,,,,,,,,,,,,,,,,,,,,,,1,5415
2026-08-19,2026-08-20,9.6300,,,,,,,,,,,,,1,9216,,,,,,,,,,,,,,,1,9216
2026-08-19,2026-08-20,9.7300,,,,,,,,,,,,,1,36214,,,,,,,,,,,,,,,1,36214
2026-08-19,2026-08-20,9.9600,,,,,,,,,,,,,2,6861,,,,,,,,,,,,,,,2,6861
2026-08-19,2026-08-20,10.0000,,,,,,,,,,,,,47,4254,,,,,,,,,,,,,,,47,4254
2026-08-19,2026-08-20,10.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,18,446,18,446
2026-08-19,2026-08-20,10.7000,,,,,,,,,,,,,2,655,,,,,,,,,,,,,,,2,655
2026-08-19,2026-08-20,10.9400,,,,,,,,,,,,,,,,,,,,,,,,,31,6728,,,31,6728
2026-08-19,2026-08-20,11.0000,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,3,0
2026-08-19,2026-08-20,11.0100,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,2,4
2026-08-19,2026-08-20,11.0200,,,,,10,1711,,,,,,,,,151,141564,1,131,,,,,,,,,,,162,143406
2026-08-19,2026-08-20,11.0300,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,1,0
2026-08-19,2026-08-20,11.1200,,,18,52095,,,,,,,,,,,,,,,,,3,10000,2,180,,,,,23,62275
2026-08-19,2026-08-20,11.1500,,,1,18000,,,,,,,,,,,,,,,,,,,,,,,,,1,18000
2026-08-19,2026-08-20,11.2200,1,3000,,,,,,,,,,,,,,,,,15,4698,,,,,,,,,16,7698
2026-08-19,2026-08-20,11.3200,44,84279,,,,,26,19716,27,7267,,,1,16884,3,139431,199,261107,,,,,,,,,,,300,528685
2026-08-19,2026-08-20,11.3330,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,1,0
2026-08-19,2026-08-20,11.3500,1,161,,,,,,,,,,,,,,,,,,,,,,,,,,,1,161
2026-08-19,2026-08-20,11.4000,6,6408,,,2,15425,,,,,1,29000,,,,,,,,,,,,,3,65163,,,12,115996
2026-08-19,2026-08-20,11.4200,6,22659,,,,,,,,,6,9290,,,2,58135,,,,,,,,,1,49960,,,15,140043
2026-08-19,2026-08-20,11.4500,11,81379,2,152917,,,,,,,,,,,,,1,20000,,,,,,,,,,,14,254297
2026-08-19,2026-08-20,11.4600,2,59950,,,,,,,,,,,,,,,,,,,,,,,,,,,2,59950
2026-08-19,2026-08-20,11.4700,,,,,,,,,,,,,,,,,,,,,,,,,,,1,79923,1,79923
2026-08-19,2026-08-20,11.4800,3,56077,3,709810,,,,,,,,,,,,,,,,,,,,,,,,,6,765887
2026-08-19,2026-08-20,11.4850,1,525000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,525000
2026-08-19,2026-08-20,11.4900,6,291286,,,,,,,,,,,,,,,,,,,,,,,1,109853,,,7,401139
2026-08-19,2026-08-20,11.5000,9,728708,3,315965,,,2,350000,,,,,23,51137,1,199940,,,,,,,,,4,161108,,,42,1806858
2026-08-19,2026-08-20,11.5100,5,3720635,,,,,,,,,,,,,2,6991749,24,777,,,,,,,,,,,31,10713161
2026-08-19,2026-08-20,11.5150,2,6172808,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6172808
2026-08-19,2026-08-20,11.5200,2,1014133,301,21885,,,,,1,209905,,,45,835348,1,820,1,1430,,,,,,,1,5378,,,352,2088899
2026-08-19,2026-08-20,11.5300,,,,,,,,,,,,,,,1,100000,,,,,,,,,,,,,1,100000
2026-08-19,2026-08-20,11.5500,6,22186,,,,,2,620584,,,1,699975,2,381907,,,,,,,,,,,1,499980,,,12,2224632
2026-08-19,2026-08-20,11.5550,,,,,,,,,,,,,,,2,2000000,,,,,,,,,,,,,2,2000000
2026-08-19,2026-08-20,11.5600,,,,,,,,,,,,,3,1152688,,,,,,,,,,,,,,,3,1152688
2026-08-19,2026-08-20,11.5700,,,,,,,,,,,,,2,1675297,,,,,,,,,,,,,,,2,1675297
2026-08-19,2026-08-20,11.5800,,,,,,,,,,,,,5,1513,,,,,,,,,,,,,,,5,1513
2026-08-19,2026-08-20,11.6000,,,1,849705,,,,,,,,,,,,,,,,,,,,,,,,,1,849705
2026-08-19,2026-08-20,11.6050,,,,,,,,,,,,,,,1,2280126,,,,,,,,,,,,,1,2280126
2026-08-19,2026-08-20,11.6200,,,1,4,,,,,,,,,,,2,8100,,,,,,,,,,,,,3,8104
2026-08-19,2026-08-20,11.6400,,,,,,,,,,,,,,,,,5,16065,,,,,,,,,,,5,16065
2026-08-19,2026-08-20,11.6500,5,2537,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2537
2026-08-19,2026-08-20,11.6600,,,,,,,,,,,,,1,34,,,,,,,,,,,,,,,1,34
2026-08-19,2026-08-20,11.6800,,,1,5500,,,,,,,,,,,,,3,10337,,,,,,,,,,,4,15837
2026-08-19,2026-08-20,11.7100,,,,,,,,,,,,,3,160,,,,,,,,,,,,,,,3,160
2026-08-19,2026-08-20,11.7500,8,13114,,,,,,,,,,,,,,,,,,,,,,,,,,,8,13114
2026-08-19,2026-08-20,11.7900,,,1,5000,,,,,,,,,,,,,,,,,,,,,,,,,1,5000
2026-08-19,2026-08-20,11.8600,,,,,,,,,,,,,1,76,,,,,,,,,,,,,,,1,76
2026-08-19,2026-08-20,11.9000,2,279,,,,,,,,,,,,,,,,,,,,,,,,,,,2,279
2026-08-19,2026-08-20,12.0000,4,3758,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3758
2026-08-20,2026-08-21,9.6300,,,,,,,,,,,,,1,16394,,,,,,,,,,,,,,,1,16394
2026-08-20,2026-08-21,9.7300,,,,,,,,,,,,,1,33998,,,,,,,,,,,,,,,1,33998
2026-08-20,2026-08-21,9.9600,,,,,,,,,,,,,1,4996,,,,,,,,,,,,,,,1,4996
2026-08-20,2026-08-21,10.0000,,,,,,,,,,,1,198,40,11031,,,,,,,,,,,,,,,41,11229
2026-08-20,2026-08-21,10.5000,,,,,,,,,,,1,21,,,,,,,,,,,,,,,26,1896,27,1917
2026-08-20,2026-08-21,10.9400,,,,,,,,,,,,,,,,,,,,,,,,,17,4939,,,17,4939
2026-08-20,2026-08-21,11.0100,,,,,,,,,,,,,,,4,3,,,,,,,,,,,,,4,3
2026-08-20,2026-08-21,11.0200,,,,,14,1321,,,,,,,,,156,280315,,,,,,,,,,,,,170,281636
2026-08-20,2026-08-21,11.1200,,,15,49333,,,,,,,,,,,,,,,,,5,1104,,,,,,,20,50437
2026-08-20,2026-08-21,11.2000,,,,,,,,,,,,,,,,,,,,,,,,,1,105,,,1,105
2026-08-20,2026-08-21,11.2200,1,200,,,,,,,,,,,,,,,,,18,13867,,,,,,,,,19,14067
2026-08-20,2026-08-21,11.2940,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,1,0
2026-08-20,2026-08-21,11.3000,,,1,7057,,,,,,,,,,,,,,,,,,,,,,,,,1,7057
2026-08-20,2026-08-21,11.3200,30,146724,1,19140,,,,,20,14575,,,,,,,212,379645,,,,,,,,,,,263,560084
2026-08-20,2026-08-21,11.3230,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1
2026-08-20,2026-08-21,11.3300,,,,,,,,,,,,,,,,,1,5900,,,,,,,,,,,1,5900
2026-08-20,2026-08-21,11.3500,2,537,,,,,,,,,,,,,,,,,,,,,,,,,,,2,537
2026-08-20,2026-08-21,11.4000,10,31047,,,1,30000,,,,,,,,,,,3,186177,,,,,,,,,,,14,247225
2026-08-20,2026-08-21,11.4200,3,38146,,,,,40,21711,,,,,,,3,1302630,1,23000,,,,,,,,,,,47,1385487
2026-08-20,2026-08-21,11.4400,,,,,,,,,,,,,,,,,1,55031,,,,,,,,,,,1,55031
2026-08-20,2026-08-21,11.4500,8,34484,,,,,,,,,,,1,30000,,,,,,,,,,,,,,,9,64484
2026-08-20,2026-08-21,11.4700,,,,,,,,,,,1,97535,,,,,,,,,,,,,,,1,85235,2,182770
2026-08-20,2026-08-21,11.4800,2,104616,4,68323,,,,,,,,,,,,,1,34929,,,,,,,,,,,7,207867
2026-08-20,2026-08-21,11.5000,6,226242,9,1061954,,,,,,,,,24,73673,,,,,,,,,,,2,66305,,,41,1428173
2026-08-20,2026-08-21,11.5050,1,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50000
2026-08-20,2026-08-21,11.5100,3,553418,1,61236,,,,,,,,,,,3,1679540,17,37565,,,,,,,,,,,24,2331759
2026-08-20,2026-08-21,11.5110,,,,,,,,,,,,,,,1,129572,,,,,,,,,,,,,1,129572
2026-08-20,2026-08-21,11.5200,4,1348693,306,26562,1,89000,2,23309,,,6,332,52,3040333,2,75000,6,816359,,,,,,,4,211195,,,383,5630781
2026-08-20,2026-08-21,11.5250,2,3536205,,,,,,,,,,,1,100000,,,1,999980,,,,,,,,,,,4,4636185
2026-08-20,2026-08-21,11.5300,1,1350395,,,,,1,152521,,,,,1,216716,,,3,1999975,,,,,,,,,,,6,3719607
2026-08-20,2026-08-21,11.5400,1,500000,4,729780,,,1,500000,,,,,3,3100000,1,13140,1,499975,,,,,,,,,,,11,5342895
2026-08-20,2026-08-21,11.5500,4,6783,1,500000,,,1,100000,,,,,10,453951,,,,,,,,,,,,,,,16,1060734
2026-08-20,2026-08-21,11.5600,,,1,1000000,,,,,,,,,1,351109,,,,,,,,,,,,,,,2,1351109
2026-08-20,2026-08-21,11.5800,,,,,,,1,694785,,,,,3,1641,,,,,,,,,,,,,,,4,696426
2026-08-20,2026-08-21,11.5810,,,,,,,,,,,,,,,,,,,,,,,,,3,2906752,,,3,2906752
2026-08-20,2026-08-21,11.6200,,,,,,,,,,,,,1,112,7,268440,,,,,,,,,,,,,8,268552
2026-08-20,2026-08-21,11.6400,,,1,5500,,,,,,,,,,,,,,,,,,,,,,,,,1,5500
2026-08-20,2026-08-21,11.6500,4,1795,,,,,,,,,,,,,,,1,466,,,,,,,,,,,5,2261
2026-08-20,2026-08-21,11.7500,6,3271,1,3720,,,,,,,,,,,,,,,,,,,,,,,,,7,6991
2026-08-20,2026-08-21,11.7700,,,,,,,,,,,,,1,392,,,,,,,,,,,,,,,1,392
2026-08-20,2026-08-21,11.8600,,,,,,,,,,,,,1,384,,,,,,,,,,,,,,,1,384
2026-08-20,2026-08-21,11.9000,3,6759,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6759
2026-08-20,2026-08-21,12.0000,2,96,,,,,,,,,,,,,,,,,,,,,,,,,,,2,96
